ID,RET
2258,False
2259,True
2265,True
2273,False
2274,False
2282,True
2284,True
2291,False
2292,False
2296,False
2297,False
2299,True
2302,True
2303,False
2304,True
2305,True
2307,False
2309,True
2319,False
2320,False
2321,False
2325,False
2330,True
2331,False
2335,False
2339,True
2352,False
2367,True
2370,False
2376,True
2388,True
2397,False
2410,False
2420,False
2444,True
2449,False
2455,True
2457,False
2459,True
2461,False
2466,False
2470,False
2482,False
2490,True
2491,False
2493,False
2497,True
2503,True
2504,True
2505,False
2508,True
2509,True
2514,True
2517,True
2520,True
2549,True
2555,False
2556,True
2558,False
2559,True
2561,False
2562,True
2566,True
2571,False
2596,False
2598,True
2614,False
2622,True
2626,True
2632,True
2641,True
2657,True
2661,True
2663,False
2665,False
2678,True
2687,False
2688,True
2691,True
2694,True
2695,True
2696,False
2698,False
2699,True
2700,True
2706,True
2710,False
2714,True
2715,True
2721,False
2724,True
2725,True
2728,True
2729,True
2732,False
2749,False
2754,False
2757,False
2767,True
2769,False
2778,True
2779,False
2780,True
2791,False
2794,True
2797,True
2799,False
2804,True
2805,False
2809,True
2820,True
2824,True
2831,False
2836,False
2839,False
2840,True
2848,False
2849,True
2854,True
2857,True
2859,False
2865,False
2867,False
2877,False
2884,False
2885,False
2889,False
2893,False
2900,True
2903,False
2906,True
2907,True
2923,True
2926,False
2935,False
2949,False
2950,True
2951,False
2952,True
2960,True
2961,True
2962,True
2963,False
2965,False
2974,True
2975,False
2976,False
2982,False
2987,True
2991,False
2992,False
2994,True
2999,False
3000,False
3002,True
3006,True
3013,True
3016,False
3019,True
3020,False
3022,False
3024,False
3031,True
3032,True
3033,True
3042,True
3043,True
3047,False
3048,True
3051,False
3052,True
3055,False
3058,True
3059,False
3062,False
3064,False
3065,False
3066,False
3077,True
3078,False
3083,True
3084,True
3086,False
3094,True
3095,True
3099,True
3103,False
3106,True
3108,True
3110,True
3113,True
3115,True
3116,True
3126,True
3128,True
3130,True
3131,True
3132,True
3133,True
3134,False
3136,False
3141,True
3145,False
3147,True
3149,False
3150,False
3154,True
3157,True
3159,False
3160,True
3174,False
3176,False
3178,True
3189,False
3191,True
3200,True
3208,True
3214,True
3215,False
3221,True
3223,True
3226,True
3227,True
3230,False
3232,True
3234,True
3236,False
3238,True
3241,False
3242,True
3272,True
3273,True
3276,False
3278,True
3279,False
3280,False
3287,False
3291,True
3295,False
3307,False
3312,False
3313,True
3315,True
3319,False
3320,False
3321,True
3322,False
3326,False
3337,True
3341,False
3346,False
3364,True
3369,False
3375,False
3376,False
3381,False
3383,True
3393,True
3396,True
3399,True
3409,True
3413,True
3420,True
3425,True
3429,False
3434,True
3437,True
3440,True
3445,True
3450,True
3453,True
3459,False
3460,False
3463,False
3464,True
3466,True
3469,True
3481,True
3482,False
3484,True
3485,False
3487,False
3491,True
3492,False
3495,True
3501,True
3507,True
3508,True
3509,True
3513,True
3522,False
3525,True
3527,False
3530,True
3534,False
3539,True
3540,True
3543,True
3546,True
3547,True
3549,True
3555,False
3556,False
3560,False
3562,True
3573,False
3577,True
3580,True
3581,False
3587,False
3595,False
3598,True
3602,False
3604,False
3605,False
3607,True
3608,False
3613,False
3614,True
3619,False
3625,True
3629,True
3633,False
3635,False
3636,False
3642,False
3645,False
3646,True
3649,True
3656,True
3658,True
3659,False
3664,True
3665,False
3667,False
3671,True
3673,True
3677,False
3678,True
3683,True
3694,True
3696,True
3700,True
3710,False
3712,False
3713,True
3719,False
3728,True
3730,True
3733,False
3737,True
3740,True
3741,True
3742,True
3747,False
3751,False
3757,False
3764,True
3767,True
3769,True
3771,True
3774,True
3776,False
3778,False
3781,False
3795,False
3797,True
3803,True
3809,False
3817,False
3823,False
3826,False
3828,True
3831,True
3834,True
3838,True
3844,False
3852,True
3855,False
3860,False
3862,False
3865,False
3866,True
3867,True
3868,True
3883,True
3887,False
3892,False
3895,False
3897,True
3903,False
3907,False
3911,False
3925,True
3932,True
3934,False
3941,True
3942,True
3945,True
3949,False
3956,False
3958,False
3960,True
3967,False
3970,False
3976,False
3984,True
3985,False
4001,False
4022,True
4026,True
4027,True
4028,True
4029,True
4031,True
4033,False
4044,False
4046,False
4047,False
4049,True
4050,False
4054,True
4059,True
4063,False
4066,False
4067,True
4069,False
4074,False
4076,True
4079,False
4084,False
4089,False
4093,True
4101,True
4102,True
4106,True
4108,False
4111,True
4115,True
4118,True
4119,False
4120,False
4131,True
4134,True
4142,False
4145,True
4147,True
4148,True
4164,True
4168,False
4170,True
4174,False
4193,False
4196,True
4197,True
4198,True
4200,True
4201,True
4202,True
4203,True
4204,True
4205,False
4207,False
4209,True
4213,True
4219,False
4221,False
4223,False
4225,True
4229,False
4231,True
4243,False
4245,True
4252,True
4253,False
4255,False
4258,True
4259,False
4261,False
4263,False
4264,True
4265,False
4266,True
4268,True
4271,True
4274,True
4275,True
4276,True
4282,False
4285,False
4292,False
4300,True
4302,True
4308,False
4309,False
4311,True
4313,True
4318,False
4321,False
4325,False
4329,True
4332,True
4340,True
4342,False
4348,False
4349,True
4350,True
4351,False
4353,False
4354,True
4355,False
4357,True
4360,True
4368,False
4375,True
4384,True
4385,True
4390,True
4392,True
4395,True
4398,True
4402,False
4407,False
4423,False
4429,True
4435,True
4438,False
4439,False
4440,False
4441,False
4447,False
4449,True
4457,True
4463,False
4464,True
4466,False
4467,False
4473,True
4474,False
4475,False
4476,False
4481,False
4483,True
4486,False
4490,False
4495,True
4500,True
4504,True
4506,True
4510,False
4511,False
4521,False
4522,True
4523,False
4526,True
4527,False
4529,True
4532,False
4541,False
4542,True
4547,True
4551,True
4553,True
4554,False
4558,True
4560,True
4563,True
4564,True
4565,True
4569,False
4572,True
4573,False
4582,False
4583,True
4586,True
4596,False
4602,False
4605,False
4619,False
4622,True
4626,False
4631,True
4636,True
4654,True
4658,False
4663,True
4674,True
4677,True
4681,True
4686,True
4696,True
4697,False
4699,True
4700,True
4705,False
4707,True
4710,False
4720,False
4723,False
4724,True
4725,True
4729,True
4737,True
4741,True
4742,True
4744,True
4746,False
4749,False
4756,False
4764,True
4770,True
4779,False
4782,True
4784,False
4785,True
4787,True
4788,False
4789,False
4793,True
4798,False
4805,False
4808,False
4817,True
4818,True
4826,False
4830,False
4832,True
4835,False
4848,True
4850,False
4858,True
4861,False
4866,False
4872,True
4875,False
4881,False
4882,False
4883,False
4890,True
4892,False
4904,True
4905,False
4906,False
4910,True
4920,True
4922,True
4924,False
4931,False
4937,True
4945,True
4948,True
4951,True
4955,True
4957,True
4980,True
4981,True
4982,True
4983,True
4987,True
4989,False
4991,False
4996,True
5005,False
5006,True
5008,True
5009,False
5014,True
5020,True
5021,True
5042,True
5046,False
5050,False
5063,False
5066,True
5069,False
5076,True
5077,True
5080,True
5081,True
5087,False
5088,False
5089,False
5094,False
5095,False
5102,False
5104,False
5105,True
5107,True
5117,False
5119,True
5127,False
5133,False
5135,False
5137,False
5142,True
5143,True
5149,True
5152,False
5160,True
5162,True
5173,True
5174,False
5183,False
5186,True
5191,True
5195,True
5197,True
5200,True
5205,True
5212,True
5221,False
5227,False
5239,True
5242,True
5245,True
5249,True
5250,False
5257,True
5259,False
5261,True
5263,False
5266,True
5271,True
5272,True
5274,True
5278,False
5281,True
5282,False
5283,False
5296,True
5300,False
5304,False
5305,False
5308,True
5309,False
5314,True
5315,False
5317,False
5322,True
5323,False
5333,False
5340,False
5341,False
5342,False
5344,False
5346,False
5347,True
5361,True
5362,False
5363,False
5368,False
5373,False
5374,False
5375,True
5384,True
5390,True
5402,True
5409,True
5412,False
5426,False
5434,False
5438,False
5443,True
5447,False
5452,False
5456,False
5460,False
5461,False
5466,True
5469,True
5470,False
5471,False
5472,False
5473,False
5478,True
5479,False
5480,False
5481,False
5484,False
5490,True
5503,True
5505,False
5508,True
5513,False
5515,False
5522,False
5536,False
5538,True
5540,True
5548,True
5549,False
5551,True
5555,False
5561,False
5566,True
5572,False
5575,False
5576,True
5586,False
5591,True
5597,False
5598,False
5599,False
5600,True
5603,True
5605,False
5613,False
5622,False
5625,False
5626,False
5627,True
5628,False
5631,False
5636,True
5637,False
5643,False
5646,False
5648,False
5659,False
5660,False
5661,False
5662,False
5667,False
5671,False
5673,True
5675,False
5681,False
5690,True
5691,True
5692,False
5695,False
5698,False
5706,True
5708,True
5711,False
5712,False
5716,True
5718,False
5719,False
5724,True
5729,False
5735,False
5739,False
5741,False
5747,True
5748,False
5750,False
5755,False
5758,True
5762,False
5768,True
5772,True
5774,True
5775,True
5778,True
5779,True
5781,True
5782,True
5785,False
5786,True
5787,True
5791,True
5793,False
5797,True
5804,True
5816,True
5817,False
5821,True
5842,False
5843,True
5846,True
5847,True
5853,False
5860,True
5868,True
5869,False
5871,False
5873,False
5876,True
5877,True
5878,True
5881,False
5883,True
5884,False
5890,True
5897,True
5898,True
5908,True
5910,True
5911,True
5920,False
5922,True
5923,False
5925,False
5926,True
5927,True
5937,False
5938,True
5940,False
5946,True
5947,True
5948,True
5950,True
5959,True
5961,True
5967,True
5974,True
5976,True
5984,True
5986,True
5989,True
5993,True
5995,False
5997,False
6003,True
6005,True
6006,False
6009,True
6015,True
6021,True
6022,False
6028,True
6032,True
6033,True
6035,False
6036,True
6042,True
6053,True
6057,True
6058,True
6059,True
6068,False
6071,True
6073,False
6089,True
6091,True
6097,True
6101,True
6103,True
6107,False
6112,False
6113,False
6114,True
6117,True
6118,True
6123,True
6140,True
6141,True
6144,False
6149,True
6159,False
6163,True
6170,True
6171,True
6172,True
6173,False
6177,False
6178,False
6194,False
6196,True
6202,True
6203,True
6204,True
6209,True
6216,False
6220,True
6225,True
6228,True
6231,True
6238,True
6242,True
6244,True
6248,False
6251,True
6262,True
6263,True
6270,False
6276,True
6285,True
6286,False
6289,True
6304,True
6305,True
6308,True
6309,True
6310,True
6320,False
6322,False
6324,True
6335,True
6336,False
6338,True
6345,True
6347,True
6349,True
6356,False
6361,True
6362,True
6373,False
6374,False
6377,False
6378,False
6382,True
6384,False
6390,False
6395,True
6396,True
6404,False
6409,True
6413,True
6414,False
6417,False
6421,True
6423,True
6425,True
6428,True
6429,True
6433,True
6443,True
6448,True
6449,True
6451,True
6474,True
6476,True
6490,True
6501,False
6506,True
6510,False
6517,True
6522,False
6529,True
6531,True
6536,False
6538,True
6539,True
6542,True
6545,False
6548,True
6549,False
6552,False
6563,True
6573,False
6577,False
6579,True
6590,False
6601,False
6604,False
6612,True
6613,True
6621,False
6623,True
6626,True
6628,True
6629,False
6630,False
6634,True
6641,False
6645,True
6648,True
6651,False
6654,False
6655,False
6656,True
6667,False
6673,False
6682,False
6685,True
6687,True
6689,False
6691,True
6693,False
6695,True
6704,True
6713,True
6719,True
6722,True
6724,False
6726,True
6730,True
6731,True
6733,False
6744,False
6747,False
6753,True
6758,False
6761,False
6768,True
6770,True
6771,False
6774,False
6782,False
6784,True
6791,True
6795,False
6796,True
6802,True
6816,True
6830,False
6832,True
6835,False
6843,True
6844,False
6849,True
6852,False
6856,True
6867,False
6868,False
6871,False
6877,True
6878,False
6879,False
6880,False
6881,False
6885,True
6886,False
6889,True
6890,True
6909,False
6918,True
6920,True
6922,True
6923,True
6928,False
6930,True
6932,True
6938,True
6943,True
6944,False
6946,False
6950,True
6958,True
6962,False
6966,False
6969,False
6970,True
6983,True
6984,True
6992,True
6998,False
7000,True
7005,True
7006,False
7009,False
7011,False
7012,True
7020,True
7022,False
7025,True
7026,True
7027,False
7029,True
7030,False
7040,True
7043,False
7055,False
7060,False
7068,True
7069,False
7074,True
7078,False
7079,False
7081,False
7086,False
7088,True
7095,False
7097,False
7103,True
7108,True
7110,False
7117,True
7129,False
7143,False
7144,False
7158,False
7159,False
7170,True
7175,False
7180,True
7193,True
7195,True
7197,True
7201,True
7204,False
7215,True
7216,False
7217,False
7218,True
7220,True
7223,False
7226,True
7230,False
7231,False
7232,True
7234,True
7238,True
7242,True
7246,False
7248,False
7251,True
7263,True
7265,False
7270,True
7272,True
7277,False
7279,False
7286,True
7288,True
7290,True
7293,True
7294,True
7298,True
7300,False
7302,False
7303,True
7310,True
7311,False
7312,False
7315,False
7317,True
7321,True
7325,True
7329,False
7330,False
7334,True
7335,False
7336,False
7340,True
7359,False
7360,False
7368,False
7369,True
7376,False
7381,False
7388,False
7389,False
7391,True
7394,False
7395,False
7397,True
7399,False
7405,False
7410,False
7411,False
7426,True
7429,True
7431,False
7437,True
7438,False
7439,True
7444,False
7447,False
7448,True
7450,False
7451,False
7454,False
7455,False
7459,False
7465,True
7470,False
7480,False
7489,True
7491,True
7495,False
7501,False
7505,False
7506,True
7509,True
7511,True
7512,False
7517,False
7521,True
7522,True
7538,False
7543,True
7546,True
7554,False
7555,False
7556,False
7562,True
7563,False
7581,True
7588,False
7598,True
7601,False
7603,False
7605,True
7608,False
7611,True
7617,False
7621,True
7624,True
7627,False
7635,True
7636,False
7637,True
7638,True
7642,False
7644,True
7645,False
7646,False
7648,False
7651,False
7653,False
7658,True
7660,False
7665,False
7670,False
7672,True
7674,False
7675,True
7682,True
7683,True
7691,True
7692,True
7698,False
7701,True
7704,False
7706,True
7708,False
7710,True
7715,True
7720,True
7721,True
7722,True
7726,False
7731,False
7733,True
7734,False
7736,False
7738,True
7739,False
7742,False
7746,True
7753,False
7754,False
7756,True
7758,False
7764,False
7766,False
7770,True
7771,False
7772,False
7774,True
7776,False
7777,False
7778,True
7785,True
7793,False
7794,True
7800,False
7801,False
7809,False
7811,True
7812,False
7828,False
7839,True
7850,True
7851,True
7855,True
7858,False
7864,True
7866,True
7867,True
7872,True
7874,False
7876,False
7881,False
7883,True
7886,True
7889,True
7892,True
7901,True
7905,True
7908,True
7910,True
7913,True
7915,True
7918,True
7921,False
7924,False
7928,False
7931,False
7932,False
7933,True
7936,True
7947,True
7955,True
7956,False
7957,True
7965,False
7966,False
7968,False
7969,False
7970,True
7971,False
7975,True
7981,True
7982,False
7987,False
7990,True
7999,True
8000,False
8001,False
8005,True
8007,False
8008,False
8011,True
8017,False
8018,False
8022,False
8024,False
8025,False
8026,False
8027,False
8033,False
8034,True
8038,False
8039,True
8048,False
8053,False
8054,False
8059,False
8067,True
8070,True
8082,False
8083,True
8089,False
8092,True
8101,False
8103,True
8106,False
8109,True
8124,False
8128,True
8134,True
8139,False
8142,False
8146,False
8154,True
8155,True
8156,True
8159,True
8163,True
8167,False
8173,True
8174,True
8184,True
8188,True
8193,False
8195,True
8199,True
8201,False
8209,False
8210,False
8216,False
8219,False
8222,True
8224,False
8226,False
8227,False
8230,False
8231,False
8239,False
8252,True
8255,True
8256,False
8257,True
8262,False
8267,True
8270,False
8278,False
8279,True
8288,False
8289,False
8298,True
8299,False
8304,False
8314,True
8317,True
8324,False
8334,False
8335,False
8337,False
8338,False
8342,True
8343,False
8348,True
8350,True
8356,False
8366,True
8369,True
8374,False
8377,False
8384,False
8395,False
8404,True
8405,False
8408,False
8410,True
8412,True
8415,False
8417,True
8423,True
8427,False
8432,False
8433,True
8434,True
8440,True
8443,True
8458,False
8474,False
8475,True
8478,False
8488,True
8496,False
8500,False
8508,False
8509,True
8513,False
8519,True
8520,False
8533,False
8536,True
8542,True
8547,False
8549,True
8554,True
8556,False
8557,False
8558,False
8560,True
8562,False
8563,False
8571,False
8573,False
8578,True
8604,False
8607,True
8630,True
8631,False
8633,True
8634,False
8646,True
8649,True
8652,True
8662,True
8672,True
8677,False
8680,False
8681,True
8684,True
8687,True
8695,False
8701,True
8703,True
8707,False
8709,False
8714,False
8717,True
8721,False
8723,False
8726,False
8729,False
8732,True
8736,False
8737,False
8741,False
8743,True
8745,False
8749,True
8750,False
8751,True
8752,True
8753,False
8756,True
8757,False
8761,True
8762,True
8765,True
8767,True
8771,False
8772,True
8773,True
8787,True
8788,True
8789,True
8802,True
8810,False
8812,False
8818,False
8819,False
8821,True
8824,False
8825,False
8826,True
8831,False
8832,False
8833,False
8836,True
8837,False
8844,False
8851,False
8856,False
8860,True
8861,False
8865,False
8866,False
8867,True
8868,True
8869,False
8872,False
8876,False
8884,False
8889,False
8896,True
8898,True
8903,True
8908,False
8909,True
8915,False
8916,True
8918,True
8922,False
8925,False
8926,True
8928,False
8930,True
8931,True
8936,True
8938,True
8941,True
8946,True
8947,True
8949,False
8951,False
8971,False
8972,True
8977,False
8979,False
8980,True
8982,True
8984,True
8986,True
8988,False
8992,True
8997,True
9001,False
9003,True
9004,False
9005,True
9016,True
9019,True
9020,True
9021,False
9022,True
9026,False
9028,True
9030,False
9031,True
9035,False
9043,True
9045,True
9056,True
9058,False
9061,False
9064,False
9066,True
9067,False
9069,False
9075,True
9079,False
9082,False
9085,False
9087,True
9089,False
9095,True
9096,True
9097,False
9103,False
9107,False
9108,True
9114,True
9115,False
9116,True
9118,False
9120,True
9123,False
9124,True
9125,True
9130,True
9138,False
9142,True
9143,True
9145,True
9152,True
9154,False
9155,False
9159,False
9168,True
9178,True
9179,False
9181,True
9182,False
9186,False
9192,True
9193,True
9195,True
9198,True
9200,True
9207,True
9216,True
9219,True
9222,True
9225,False
9227,False
9228,True
9229,True
9233,False
9241,True
9243,False
9244,True
9245,True
9247,True
9250,False
9256,False
9259,True
9263,False
9264,True
9269,False
9276,True
9279,True
9297,True
9300,False
9310,False
9315,True
9319,False
9320,True
9326,True
9338,False
9348,True
9349,True
9354,False
9355,True
9356,False
9357,True
9362,True
9363,True
9365,False
9366,True
9367,False
9368,False
9374,True
9379,False
9382,False
9383,False
9385,False
9390,False
9397,False
9401,False
9408,False
9416,True
9418,False
9422,False
9426,False
9429,False
9432,True
9439,False
9455,False
9456,True
9459,True
9460,True
9471,True
9476,True
9478,False
9480,True
9481,False
9485,False
9489,False
9493,False
9494,False
9495,False
9499,True
9500,True
9503,False
9505,False
9511,True
9512,False
9519,True
9526,True
9535,False
9541,False
9544,True
9548,False
9551,False
9557,False
9563,False
9564,False
9565,True
9570,False
9572,True
9573,False
9574,True
9578,True
9596,True
9599,False
9605,False
9606,True
9610,False
9612,False
9614,True
9615,True
9626,False
9627,False
9633,True
9634,True
9635,True
9637,False
9639,True
9640,False
9644,False
9652,False
9653,True
9654,False
9662,True
9663,True
9664,True
9667,False
9669,True
9670,False
9676,False
9677,False
9678,False
9685,True
9686,False
9695,True
9699,False
9700,True
9701,True
9703,True
9707,False
9709,False
9712,False
9713,False
9718,True
9721,False
9722,True
9723,True
9724,False
9737,False
9738,True
9741,True
9745,False
9753,True
9758,False
9764,True
9765,True
9768,True
9776,True
9790,True
9802,True
9804,True
9810,True
9815,True
9821,False
9823,True
9836,False
9837,False
9840,True
9844,True
9845,False
9847,True
9855,True
9856,True
9864,True
9866,True
9867,True
9871,True
9881,True
9882,False
9883,False
9885,False
9887,True
9888,True
9892,True
9897,False
9898,True
9900,False
9901,False
9907,True
9912,True
9917,False
9923,False
9935,False
9937,True
9940,True
9947,False
9948,False
9961,True
9962,True
9966,True
9968,True
9969,False
9971,False
9972,False
9973,True
9975,False
9977,True
9984,True
9986,False
9987,False
9990,True
9991,False
9994,True
9996,True
9997,False
10000,True
10011,False
10013,True
10016,True
10022,False
10023,True
10025,False
10026,True
10031,False
10032,True
10039,True
10040,False
10045,False
10050,False
10051,True
10062,False
10066,False
10070,False
10073,False
10075,False
10077,False
10085,False
10088,True
10091,False
10097,True
10100,False
10107,False
10110,False
10113,False
10114,True
10115,True
10126,True
10132,False
10140,True
10146,False
10147,False
10154,True
10160,True
10163,False
10164,True
10165,False
10169,False
10172,True
10178,False
10181,False
10187,False
10190,False
10194,False
10195,True
10197,True
10201,True
10210,False
10213,False
10216,True
10218,True
10219,True
10221,False
10225,False
10230,False
10231,True
10234,False
10244,False
10246,False
10249,True
10253,False
10256,True
10257,False
10267,False
10269,False
10275,False
10276,True
10279,True
10286,True
10293,True
10302,True
10308,False
10318,True
10319,True
10327,False
10331,False
10333,False
10336,True
10338,False
10339,False
10356,True
10359,False
10365,False
10368,True
10370,False
10372,True
10374,False
10381,True
10382,True
10389,False
10390,True
10399,False
10400,False
10403,False
10404,True
10407,False
10410,False
10414,False
10417,True
10419,False
10425,False
10436,False
10450,False
10465,True
10466,False
10467,True
10468,True
10471,True
10476,False
10478,True
10482,False
10484,True
10487,True
10494,True
10499,False
10500,False
10502,True
10511,True
10515,False
10517,False
10520,True
10522,True
10524,True
10530,False
10537,True
10541,True
10542,True
10551,True
10557,False
10558,True
10559,True
10560,True
10564,False
10566,False
10567,False
10576,True
10591,False
10592,False
10593,False
10596,True
10602,False
10607,True
10614,True
10616,True
10622,True
10625,True
10631,True
10632,True
10641,True
10648,False
10652,False
10653,True
10660,True
10661,False
10665,False
10667,True
10672,True
10674,False
10675,True
10678,True
10687,True
10688,True
10692,True
10695,True
10698,True
10706,True
10712,False
10720,False
10730,True
10732,False
10733,False
10746,False
10747,True
10748,False
10752,False
10755,True
10772,False
10775,False
10776,False
10777,False
10784,False
10796,True
10797,False
10800,False
10805,True
10808,True
10812,True
10815,True
10816,False
10827,True
10828,True
10831,True
10832,False
10833,False
10835,False
10836,False
10841,True
10857,True
10863,True
10873,False
10878,True
10879,False
10880,False
10881,False
10889,False
10896,True
10901,False
10906,False
10910,False
10913,False
10919,False
10920,False
10921,False
10926,True
10929,True
10932,True
10939,True
10948,True
10951,False
10957,True
10959,False
10961,False
10964,False
10970,True
10976,True
10977,False
10982,False
10990,False
10997,False
10999,False
11012,False
11019,False
11020,False
11027,False
11028,True
11031,False
11033,True
11037,False
11038,False
11041,False
11045,False
11048,False
11050,False
11051,False
11053,False
11054,False
11056,False
11059,True
11062,False
11064,True
11068,False
11073,True
11075,False
11076,False
11085,True
11089,True
11100,True
11110,True
11115,True
11120,True
11121,True
11124,True
11138,True
11141,True
11148,True
11149,True
11155,True
11157,True
11163,False
11168,False
11171,True
11177,True
11181,True
11183,True
11185,False
11190,True
11197,True
11213,True
11215,True
11217,True
11220,True
11224,False
11227,True
11231,False
11232,True
11237,True
11238,True
11244,True
11248,True
11250,True
11255,True
11259,False
11264,False
11270,True
11271,True
11272,True
11279,False
11281,True
11283,True
11296,True
11299,True
11302,True
11306,True
11308,False
11309,True
11316,True
11318,False
11322,True
11326,False
11332,False
11335,True
11336,True
11341,True
11346,True
11350,False
11351,False
11352,False
11356,True
11366,False
11368,True
11369,False
11376,True
11379,True
11385,True
11396,False
11399,True
11400,True
11413,True
11415,True
11416,True
11419,True
11421,True
11423,True
11431,True
11433,True
11436,False
11443,True
11447,True
11452,False
11454,False
11455,True
11457,True
11462,False
11464,False
11465,False
11471,False
11478,True
11479,False
11480,False
11484,True
11487,True
11488,True
11490,False
11492,False
11505,True
11510,False
11514,True
11522,True
11526,True
11529,False
11536,False
11540,False
11548,True
11550,False
11553,False
11554,True
11560,False
11561,True
11563,False
11567,True
11575,True
11578,False
11579,False
11584,False
11589,False
11594,False
11595,False
11597,False
11598,True
11606,False
11607,False
11611,False
11615,True
11623,False
11627,False
